Timestamp,Transaction Hash,Latency (ms),Gas Used,Gas Cost,Success,Error,CPU Time (μs)
1761755345409,8f29e555b9b05019bc5345c653040b2a9a795b341f81ad3483d895775cb25da1,117,0,0,true,,2.143
1761755346034,11b45c1c8a548810f78d50327c0a14d003a7f49780b5317830250ee66851f624,124,0,0,true,,0.274
1761755346671,b88dd8952ff4418f9d6af99cd7f8f6a7cfb0af6acf3b2c8ccf578c5ab06406f8,135,0,0,true,,0.513
1761755347268,a10f6a93b4f7dbe743ed8b223a9dfab1bfd46c272d61a73873097bc5baaa3dcf,96,0,0,true,,0.544
1761755347894,be313f89d0d30a0cbb535898c5a386ba302cdc793f05c421907f61a7a27015da,126,0,0,true,,0.606
1761755348501,d8d8eb43861af39991f15337959fee25210784594b09e9103fb21ef52875de1b,105,0,0,true,,0.583
1761755349089,6a03a19d63ac3a3389a1a59a8106a8b87feab2881c84b62b4b144dde91cf667e,88,0,0,true,,0.5
1761755349722,11af2695e115d4d1f64eeec372668eb8427f0e337ba2706173a37ad60a59bcda,132,0,0,true,,0.844
1761755350339,954d31c04f1ad56e44e8d9e2551ac9b8f186f4a82488a8fe46667338c5ecc860,116,0,0,true,,3.174
1761755350985,c69ead47c4d50baeada25822d9672e93f02baf9f8421ecb03dd52517a4632764,145,0,0,true,,0.607
1761755351614,e6bdfd9a4b8644a95bdc2245a92a0050a0a91740e15631fef47e496270ccf6e8,128,0,0,true,,0.799
1761755352199,29bbb86c6c3bd9636d65dcce98275ffd214128d96281f6e822b1fd18fe6d8953,84,0,0,true,,0.534
1761755352830,b627aa827bcabe08fc30743b7952079f4b2de6ed1a4fa9d40a6784c268850662,130,0,0,true,,0.809
1761755353471,bda7bac18c641401ebae37b22d0ad58109d17e9eb76ab1b614444cf72150b23f,139,0,0,true,,0.522
1761755354066,ef380815e6b8948d37ea90ed826a61c595303a81ac4835c1b559e0072a73068d,94,0,0,true,,0.519
1761755354695,b5c155f1759326dd3f1ffb1d47e48e8431459264e2a2cfb4ed0a74565de22103,129,0,0,true,,0.477
1761755355302,485fe92295a610eb1db0fb829349b411bdff9e2f2958e6ddad2302024ba6e580,105,0,0,true,,0.522
1761755355953,d04824c4fb4d33357980123bdc1290ab413900f11e98d00354ce6b87fee9db2a,149,0,0,true,,0.528
1761755356594,5d77428ad05f13126d9f32101125b4d693f40990251ddba78841482c1d701814,141,0,0,true,,0.531
1761755357211,1ba219d71292d8f3535b0820483052b347663a1d7c1055f610a8e77734b2b250,115,0,0,true,,0.49
