Timestamp,Transaction Hash,Latency (ms),Gas Used,Gas Cost,Success,Error,CPU Time (μs)
1761681346868,5ed8f7909621e50f046a98cf3037b959280073e03b881f5a42e0a9c4a1444996,94,0,0,true,,1.768
1761681347936,d7729e09f2e57b2744f525be06c57e5b7a1a607fb58791c7e9f25a473114e221,65,0,0,true,,0.903
1761681349023,5a7e078a1bd9a48c1e618017a34f62cb26914b937baa9a8ca40e3b3de0938f4e,85,0,0,true,,0.595
1761681350173,eb371c9f52d68bf27cce8f685954924b0fd8f9bde7dc3bc5a351eaf8c63ac26e,148,0,0,true,,0.601
1761681351245,bd90100fe9d655ab922b0985f877a2528d4a81969ce701e97e81fbd6ea11b629,68,0,0,true,,1.178
1761681352339,2e13d85b922255ad29b025296b918315352e9328852181880df41912cc046ef4,91,0,0,true,,0.847
1761681353460,f58d7c8c3af4e255c461c68ae7847a3f6f1b19b1af091525c7e2977280a73a4a,118,0,0,true,,0.572
1761681354521,c3489588e3eed53e5d22f6116f1a6f7da2f72703b4dbca0968ef0ab9bb4bb448,55,0,0,true,,32.753
1761681355613,8d6aa88c05108a569544ecb2364ba9cf8e1f8b1c13fdb95ce7eb8ccaa88db813,90,0,0,true,,0.377
1761681356697,5559d6523bc82c889455fdf1fa070bb851079bca22a2611a280cd8883144f67a,82,0,0,true,,0.588
