Timestamp,Transaction Hash,Latency (ms),Gas Used,Gas Cost,Success,Error,CPU Time (μs)
1761775179351,20614f3b0085968569582b88d2dddefc83dcc0669e38021fa1423d870e9c2a20,53,0,0,true,,3.536
1761775179352,58242ed28785bb63e797b9a53a7ec302d147d9cdf131d01eee10b8bcf4248bf3,54,0,0,true,,4.73
1761775179353,d4439b9d931d3f70b4a51a85ca2edb5f64352a7bc81756ebdff08bd278497657,55,0,0,true,,5.985
1761775179354,fc6e20e8a248356d62d7aea5ad68afe30f7007bb37281ae0ccc5d071148e9281,56,0,0,true,,6.587
1761775179355,d6fabcd6376e6977a0f4a254b490f595387183bb9fde66b818de2c82032bbe9d,57,0,0,true,,6.963
1761775179355,0753c5bcba50193aef2bdaaf9597b821d05d097f4de5128b7270d77ecd7f8f6f,56,0,0,true,,7.492
1761775179356,fe19496e0d3a76e94e2b26b06e12a30092dad1bd9fd12161bf3232654c8d9837,58,0,0,true,,8.453
1761775179357,fb8436db960e937e07c9dfbf568ed16e15ab66b132000eef0138d9856479c1d1,58,0,0,true,,8.864
1761775179357,abea78bc66bfa98a36aa1d2ef1000603c53946fbbe28a01f8d51f8f4fafad458,59,0,0,true,,9.409
1761775179358,0b787cb65da07fad175cec63f6f131d71edf6e029130aeaa758c8feb19a93cac,60,0,0,true,,10.408
1761775179359,4b01e257a81fccf885b1288bf4b8cf637408df7f4667722b55a257b594f492aa,61,0,0,true,,11.259
1761775179359,b35d9c0941ac1cde39264b76264710879035b29f280d84e9e79eb9489171c8a9,61,0,0,true,,11.71
1761775179360,5ebb7f368b7efc4fc34a57689791f9bb8fd7da113c095f541f7e17d0d6525bbc,61,0,0,true,,12.092
1761775179360,e7f473a0707ca88115533989f32d0b0039e620e3fedc9f881c06d144943d92f2,62,0,0,true,,12.682
1761775179360,e277c41ffdd016b820991a9b7be26581eaa49492e14ec8e1351beac4c83525d6,62,0,0,true,,12.807
1761775179361,e1139a7f406ae230799d44478e551382d8fb930ff92228a916a5d5cde3a818d4,63,0,0,true,,13.025
1761775179361,57f3d137521e436d62ac19bb280aa9988f15fce9fdd7e515d65f28e2f64e77e8,63,0,0,true,,13.203
1761775179362,db744c4974c64c2116217d49006043693cd8cb9d068130cb739a6a2b384cd1bd,63,0,0,true,,13.334
1761775179363,6464666909f23241134ee73d306f79eb4bb424e06266b609714dbdc9f72b10c5,65,0,0,true,,14.599
1761775179363,eb0083dfa713711e61032af5ea45137cc9b9ce5029b4e123ec7c2ee2626492a7,65,0,0,true,,14.591
1761775179367,f8c06550f220746e92cdd1a17e88d2707363b369a813d99110f4f0b8942b73c5,68,0,0,true,,14.219
1761775179368,f6cbf6649cf7ed644fdc5b66b4299cb608a09e0e271531ef84a6514d1073cc63,69,0,0,true,,14.665
1761775179368,412f142eda96379ef301cce3eb2d06e32b180051d5cb74f738773636a6fa8ff1,69,0,0,true,,14.873
1761775179369,f4fc8d2ecb7423f68fd7fc68961646093e3c7068e97a99287f18cee8039c6d80,71,0,0,true,,15.678
1761775179369,bde01e5fdc87bf9ed907aefe4e4bba1b4747790238004df3000a4473951c28e5,71,0,0,true,,15.549
1761775179370,bbc407e36a4119496c1a6b6df6480b23b670a485129f12bd49bc97ea3ee9f916,71,0,0,true,,15.282
1761775179373,75924a46a08d6e475c4a4fd814ddc743479e7ee334149ede60d2650f89ad078b,75,0,0,true,,16.058
1761775179373,0b7bab76301da62813aa29d9e69a178b738daad09d7de9ac39504a980fac0e06,75,0,0,true,,15.82
1761775179374,03bba4da874cecf4d53810bc81f837e2bbd629bddb761508b838dcbb3b7d7546,76,0,0,true,,16.076
1761775179375,ebca31978a20bc68d4ce01d1bf2e0285bde7fa463235d3a1d6b1b0f1606d9cc2,77,0,0,true,,16.189
1761775179375,1049c96e64454fda5b67c1abe111a81212e2d498c1037420f08aedd5ce1f30f0,76,0,0,true,,16.057
1761775179375,050b5db3e95024b2cbfea12c0a47a9f657cd45f6e8b4f0424447e4ff0b9bebd4,76,0,0,true,,16.11
1761775179376,fc74fea1a4ed6f2b646f8294d345ffc3c3ee67cde4ca4b646c6c667981804c25,78,0,0,true,,18.177
1761775179379,e36dc5f68b5dd33289ea474b4165e1b07cd166a6f8eeaa5b6047ed1604ffac7c,81,0,0,true,,18.002
1761775179381,526267a2026d0e1ccac51d1f194784c508daf867422770d6e7463e3f30854145,83,0,0,true,,18.514
1761775179382,223352cfad767561066d3281a1619ba98e6a890314b1f25f3fd9d58bd22896db,84,0,0,true,,19.082
1761775179383,257423279d59a315bb710c84dddc3b0cbe673b2a81efbffa4816c9bcc9579e0e,85,0,0,true,,18.873
1761775179385,899cef63a77c7d11907327715aacb103e08b4f4d3d1d03afa9897fabd75407c4,87,0,0,true,,18.958
1761775179386,a434fa657447843a87ae20c61902c1c28c4e21293a2a51d7485254302e511fee,87,0,0,true,,19.01
1761775179388,18de55a853e6c1e3cf0d21e919250aad34c2d75977102a1f8e0ebe6b4b7d8a82,89,0,0,true,,19.178
