Timestamp,Transaction Hash,Latency (ms),Gas Used,Gas Cost,Success,Error,CPU Time (μs)
1761755004385,cbf30f4d77e427a6fa012e61e0d38c8c632de49d51bddde4fcdef3d2dabcfc8d,52,0,0,true,,2.313
1761755004386,b5acb611b2c256fabb62002df6d3bb91f5b5559a964ddeb27b2c683a32b7aada,53,0,0,true,,3.189
1761755004386,d78ad701861337f4deb0550145b551e41b9747894c57be04edf782806bae4a04,54,0,0,true,,3.658
1761755004386,004a78a1c2cc403ff2bcb5b9cc906a4d10366d94854c50eaa6e9a38aaf176ec6,54,0,0,true,,4.393
1761755004387,fac307492c51b7b75f5781e8f04d5595db7b0a46784727590ee0ac26c21dc65e,55,0,0,true,,4.43
1761755004387,1b7f874775010f3b399e50a3ef8808af3f3817b71f250279acb9959c84506fee,55,0,0,true,,4.731
1761755004387,c4b9ae1de37f6ee586da9c91bf922982cb83188a2368f0490a1156a380a98df0,56,0,0,true,,5.948
1761755004388,ec0504893686fde154f0f93a3d98a4b8ed7833e82b2d3373b6d959a35e2e3659,56,0,0,true,,5.384
1761755004390,8e2a38dc880d4adb124c0476a120a228dc7b9f48c0b3981fb6ab8e50eadb84b6,58,0,0,true,,5.649
1761755004392,3b8abe002da639ca48edc6159b33bc4a41761d3ba171881670d0a73c21faff01,61,0,0,true,,6.983
1761755004393,33deab0c85aed343d459ac068c8c93490f28a671276237ed2125c9ac62f394f6,62,0,0,true,,7.531
1761755004394,8eab368605f48c947f037411f2381ef38d35ccf92b5ed1b937915f75ca38896c,63,0,0,true,,7.962
1761755004394,09651b6924fa105d12abb4cd655f167434bf6fabc20949d83484de80a00cc8ec,63,0,0,true,,8.312
1761755004394,8f21fc390fa0d556868c38bbd132862a5965cf5fdd1de337cf9d8d92b9424b78,62,0,0,true,,8.166
1761755004395,43636e54a96c42398c24999685e4415451342bf628941affeb14cdf09f9e705d,63,0,0,true,,8.434
1761755004395,cc4ad7de1451880911e7041fc5e80b9a99d7f05d1a047930e8cf763dd7d5af0e,63,0,0,true,,8.611
1761755004397,731ebe9f2524dcd514ad01499095b1a9ece5bbe93d2fa5cc38f41dffe06e691b,65,0,0,true,,9.018
1761755004398,38433ad7f1b7b413ec3a5da26e691f37db6879ca8a866abbc6cbc2630ef39b53,66,0,0,true,,9.564
1761755004399,ee1d30da19dc994d0e34b5f37c087a7de74811700f2ba71034668eb1fcc14ce0,68,0,0,true,,10.876
1761755004404,9bb576bd4be32b34654915bd737ce457f383a75a05fd1c7c5f083612d459aa4b,72,0,0,true,,11.224
1761755004404,1b16f4a9bdc9c8076546737e6e6cabbdca19c28d4e5c2af2b96c9017b6c1e0de,72,0,0,true,,11.781
1761755004405,b1b34d7c132cb84ad0ec2983fefa7b5dd578e3ebf6810791371ec47986ab826a,74,0,0,true,,13.435
1761755004406,69927f151d0f82644041370069d2cff475a497b0ee6d5429306dd14d9fd1b4be,74,0,0,true,,13.007
1761755004406,8fe4654b1f414b2f05f443f1280b310bbb472e7d1b8e3bd4665d24b9da7f36ea,74,0,0,true,,13.66
1761755004407,8ce0e5466e233972cb8e3667254f54260c9b33aa0726f784e33101d46bfb7752,75,0,0,true,,14.094
1761755004410,03f4a72895878c04641818f3da0d668bdc84b9316877b78b1a33428e376e6f74,78,0,0,true,,15.306
1761755004410,4d37d4c3fdf22d185d11778d5ab27e0ad0f7a43a1d369a4d47742d781a4472a9,78,0,0,true,,15.673
1761755004411,df1811c7ebbb2a6897f5c379a7ce4e8e1c346a2948fac019a1ea767997c1acb9,79,0,0,true,,15.979
1761755004412,3c6ce6ea7511669f7ca899ac0574fdd6ba7dd8c32171501132997c2467b2cd3e,80,0,0,true,,17.053
1761755004412,8386d160e1ade443b82190ed25209a9dcd6f4494321c38a2a17adc58d021069c,80,0,0,true,,17.461
1761755004413,4299346e168b120789f2cb4a3b9479e7b1046d82871907fd1b1107998ad9f10f,81,0,0,true,,18.045
1761755004413,dd0a116d65881dde6d520e019c050fabc3d2bcc910bebe70c9631aba057e7bcb,81,0,0,true,,18.861
1761755004414,062cf82d827450bdf176c6bc921a31c0ff91bb1b5801d52660d505b92b9f907a,82,0,0,true,,19.022
1761755004414,c7b7ef3d73492cb10b7d42e901439a18f61d0ca139595b101e67a52eab74a9f9,83,0,0,true,,20.297
1761755004415,4fdc2654b1b9d55c71d8e82e83ac56e5e06d398f67e78d6f3aaa4611e29d926f,84,0,0,true,,20.827
1761755004415,1fa490103a0f670e4be5fa9f8df096e86e5f945844dbf46ec6623d70e5a85b35,83,0,0,true,,20.231
1761755004416,318cb5d2a74d4f2f1b0a149b6005a24a1cf80863b21712cc69bcc2d41e94e78d,85,0,0,true,,21.594
1761755004417,515e63ffe1d686980f55117f76e9aec6107cecae2d5fca518ed2f64475811eaf,85,0,0,true,,21.424
1761755004418,bdec8ef00d04016b544424f3ec15ef7c1d2ad57218b24e288a0d1dcc9292b86f,86,0,0,true,,21.741
1761755004420,f5b5666ac4cc461ae7db1ec31cfda4ed65552484baf390c2cd62a7bf0c129d10,88,0,0,true,,22.588
1761755004421,66170c3834ac06efbf15dbc4f865b2075d0006ce16a8e8148d8e16cdc3cd0ade,89,0,0,true,,23.234
1761755004421,1744dc898453321f6663bf738d36acbdcc6c2821e81b60c79253d93bb6c999be,89,0,0,true,,23.939
1761755004422,67a0e7b05be4ddb7886f542eea14a7404712d55c2ba5e8201592ad18a62eae65,90,0,0,true,,24.235
1761755004422,bcdb43bb8681a448883d551d728c84d2054617d3b052034c940f68d2e1ed7d67,90,0,0,true,,24.579
1761755004423,9e32c848628c64a1f508ff2e2b75a3ef16e3ae246728c270f942405cb56d8ffd,91,0,0,true,,25.456
1761755004424,daf4a88ac1d206e6ca2be13fba68e0f5eea1511aac5caf64d67062c26f39632d,93,0,0,true,,26.792
1761755004425,0cbcb7d394bc7063c1b732beafcf08cb80be927a2d78623b09ba9f6f91918c87,93,0,0,true,,26.864
1761755004425,45c2e0b82eaaf0c8b9e10df59b6260ffda7fa51f6cbf9d4048219548bd485779,93,0,0,true,,27.664
1761755004426,55eb8cb9b7134a62b698ae425d9d3e869bede039b226bb41e8beca0b75ff65fc,95,0,0,true,,28.643
1761755004426,f4bc7941c6cc51ac9144d489c7bcede303895f16abd1d7ceba1eaebde89612f0,94,0,0,true,,28.518
1761755004427,2872e5bbb56c17cf61c617a8a82fceeb41442fb0bca1fa5dbdfdcb92e6646d62,95,0,0,true,,28.763
1761755004427,5c895eacdd3fea16f1acdcf4c91a26ee05d74cd53d8faf3e167868dcef0f9f7c,96,0,0,true,,30.09
1761755004427,c3d5c0712101de6062f5cfc96615f07655f15e729d191a86a8b27da2e99c6780,95,0,0,true,,29.966
1761755004428,6abc8c9c5878fa955a1a71767b93e9ed268c6f8b9cbf66804ebc8437e70ec239,96,0,0,true,,29.956
1761755004429,d89cdc30e420ffd87312adfc72b61c4883ade3aac26d100d1d660e6abfd07c3c,97,0,0,true,,30.608
1761755004430,6c752564260f7e30b87508f84a56b546a2d3e45c3109898840d318ebcecd17c7,99,0,0,true,,32.011
1761755004431,bf9f3112fb17cfa932dd529c34d4e7226cc2ebf6840d850bc840e175b0540e6f,99,0,0,true,,32.005
1761755004431,061d57eaa70137cdfbeb286c06e9a963e5dc950ac9bb3dc05df789650a5fffc2,99,0,0,true,,32.218
1761755004432,7f3d80525fef95bb5e8d6047f6adf06b847ec1ac61a846ccc5659b7e4980e080,100,0,0,true,,32.649
1761755004437,d80e3c2f2a996564fbf0e941da70f3bf8f17ac8ec75887de10473d6dd144dec4,106,0,0,true,,33.859
1761755004438,121188eb67fcfbb42799913d53d9d5617e599a2df346d50b95e7dabb28801e32,107,0,0,true,,34.138
1761755004438,390c5bd318137d41b143b5dc17e470691d2f5339b874ae19b18c3a6743cc571f,106,0,0,true,,33.969
1761755004439,2ac3d9b58e2f154d04a49ed19230e69ca99c9b1965a61112e0d69d8a052649a2,107,0,0,true,,34.154
1761755004441,d399c2b38566563694f2e245776d824b3f66658c05274d5bc2a4d6bb746dc109,109,0,0,true,,34.403
1761755004442,e9be154d18418ceece4e5809c721fb13503c522e6e0323d5b8880fb9d8fdd1d9,111,0,0,true,,35.502
1761755004443,4c961bafe18ae06ef6debd03da5a7207a647b2029a2f79f541150b188b23a008,112,0,0,true,,36.011
1761755004444,90c51532c5bee06e21f8f768c2af97746c035ad156c2271a03b1af19c72f9c5d,112,0,0,true,,35.813
1761755004444,34a6bbd320e4f18cabc1db508c8eedd05b393175aef92d7a9b58eac1ef38ead4,113,0,0,true,,36.497
1761755004445,f0f1af0d0945a95eca973f76abb0779c03fadcd38bca0854c1caf3aef6584b6c,113,0,0,true,,36
1761755004446,9c894bb83c4f19c4cd946894a6e2f9a594ace08f914282b37024ab249a14888f,114,0,0,true,,36.651
1761755004447,2c51c2a1bf7d7fd872e592b33fe7aa5e2b2da8b2ffc69b5b4321d26b0b4deee8,116,0,0,true,,37.265
1761755004447,3f155ad146f59caead6615c9880a21e47ecd211542b9d8539e000e76a69f51f5,115,0,0,true,,37.157
1761755004447,1465b7175311ba3cedd89010b0a932752fbbb5904c1e391932c55118b311cdbc,115,0,0,true,,37.118
1761755004448,969399f4a483eeb4730aa325723ed302961fc89b60bb29656e607c94d48c699d,116,0,0,true,,37.462
1761755004448,1fb8ea8d018e5190bd12b7f3b43edffa443590319dffb1c4e76015cb1d5b5b10,116,0,0,true,,37.394
1761755004448,f2960f45dc9d5eeb57a06b7988665ed4cadbee71d29e70af14b552c9c59066a1,116,0,0,true,,37.288
1761755004449,f158101fadaf4c0a3faf0f59be72d1d65b4fa60d6fc15469c9ee466d3b2ce8db,118,0,0,true,,38.255
1761755004449,8480d78f1ba1e1a41dd20dd1a9e3c1d1960ad95fbc651cdd34d8dfcb7fa0ed9b,117,0,0,true,,37.696
1761755004451,4cfaa7a0ae75e35994713b1f30db9ca691cb98eee9135c9f5f8bf186706b89ba,119,0,0,true,,38.286
1761755004454,c9e45eaeba4a5d7a3964e939959e6db9ffe15a7cbf6bd3bd9ea3f3825f671066,122,0,0,true,,38.41
1761755004454,07dfc9cac804d89e5249141cc1a9341ee64932cc3850f0bd0eff800f920724ff,122,0,0,true,,38.432
1761755004463,3b6698f3f98275ea0cf5289a8aa55d4d4564d0e148586925b85a6bb5a21e9115,132,0,0,true,,39.18
1761755004463,7fbab1009f99076fe2a5bc7e8fb895a65e849ee4c267b44397cee8c18c3c4b83,131,0,0,true,,38.708
1761755004463,650e91c920e4dbc64da5839e23d4e9624285aeafe1e01a8ad6f3e1f8ea6be7a9,131,0,0,true,,38.967
1761755004464,c6c175e9f83085a363fd75d7669e7d070f45555b0924b27ce4fb5f48dbabe1be,133,0,0,true,,39.493
1761755004465,d99f16f096abb70b96a80e1dd14318a8a512f6908fc2d5a92db929072f91f35c,133,0,0,true,,38.963
1761755004466,47844fcf4f68fffe4c8c427c3846815087cb80beb4fad821dc3f68d73c93c003,134,0,0,true,,38.885
1761755004469,41ee839f4fe45a8601bafbfa5d7aa0dbbfcd2e7626f898a8fac215a1f7ebbbf7,137,0,0,true,,39.068
1761755004469,76894f74bbe72ced9bd496ba1ef7edb6c3626b3c5c8c47a345d0e03a6ebcd6ad,137,0,0,true,,39.116
1761755004470,280931bfd0f079a67ef308f2b1d746428775396735ecd3052f17c5d383c4be37,138,0,0,true,,39.005
1761755004472,565d2286fd00624fb0fe476ba8f529e1697ff2efff92b3f4d921a4d1fe03554a,141,0,0,true,,39.94
1761755004473,b7270d08498b9b2a79e7995deac1cd8f4f1f0f395e43060f1802a4261faa812a,141,0,0,true,,39.558
1761755004474,746b50d436f3c9004d9a98a40f6793e61862cb52578c7428d87513e66d0b95e2,142,0,0,true,,39.386
1761755004475,96bee4c87a5e306cbf80d5a0169805afa202470cb6c974018f96a3c08e3c0de7,143,0,0,true,,39.612
1761755004476,408d8c307f9fd5452bc37b35ef5679b9e1a38fcfb4c38f09457383d3f151c16d,144,0,0,true,,40.186
1761755004478,8329178512d85eba59cbcccdf45cdcf281d08026c8b9332447e86fa2be0ec44c,147,0,0,true,,40.815
1761755004478,03207c1bb79a181a1e239b9bf86ac68b5de004b8d882cd72b8ac04abcb41762d,147,0,0,true,,40.809
1761755004478,9546f89701a87c39e0b2e93f351e6609f0cf584d0d1668a0f6f9fe681a0746ba,146,0,0,true,,40.433
1761755004480,a7a774ae1a40f5fd793dba1234e91efda2fd71d14edd360b33bcddc1692fc975,148,0,0,true,,40.1
1761755004481,06d541c46c7da798aa2ae83d011d93a0f5ae6cc3b284433be652be64758f4cec,150,0,0,true,,41.039
