Timestamp,Transaction Hash,Latency (ms),Gas Used,Gas Cost,Success,Error,CPU Time (μs)
1761754724105,dbcb642a9fe42628e573050ce9e648be268bf9a0c0ae23b77d496ce27a446b92,142,0,0,true,,2.33
1761754724748,ef13bad19a02e612231be1222cf4d1ce239a25031456f4b37a8cb54894ed52b6,143,0,0,true,,0.533
1761754725305,bd7821db3fcc46c60de4e42ffd8c4e6b1124320236f50971fc657f34f6b4e8f8,56,0,0,true,,0.537
1761754725858,0d698a42ebf55bce6b667189da4c303b4ec17dfc6d3467f1854840ae008c2211,52,0,0,true,,0.583
1761754726434,1ffbd574db265fa9e18e5c346040e520b583feded6c665f9849a122cc9ae4015,75,0,0,true,,0.384
1761754727001,6f8b60b80d6818d2180f2626387c0d2a65352e2fb19c269574ef33cf7a79c33c,66,0,0,true,,0.466
1761754727635,44a25093d4301b8c4d6e8a851d0d3b322883037a3e8459dec10c5fa327d7eae7,133,0,0,true,,0.505
1761754728218,a675e73a0adc4b0510ab472b61193cec0730617ecd30a3429f49c842e356ada1,82,0,0,true,,0.85
1761754728835,30bfe3404582755f2c6090a28966511b84454dd37c5fc05bc0633237d786b7cd,115,0,0,true,,0.639
1761754729454,f44bcb8ade1187d45cd21b116afd1f4f43359b5415703f829dbb455e02ae8937,118,0,0,true,,0.652
1761754730023,4a538f1fdac743b5ebfe46602016bf4fd813833de22921554d0875e6f915a454,68,0,0,true,,0.919
1761754730625,a2d497a8280c53b5a6630b57263f7d7db623e68a92a94c14fa835542df77104e,101,0,0,true,,0.544
1761754731265,5ec56fc484251699365192e8be1136df91045ea69af137cda358cc4508a04324,139,0,0,true,,0.818
1761754731818,db30cd7c936bc67f073157365663aa945f0e054dcf50ee9da0cdc3c6458b2415,53,0,0,true,,0.502
1761754732408,fd981ad4a628c1a37619ffcc8d12de6f8e06388fe4fd5e2a8a2e035a3b90edc5,91,0,0,true,,0.522
1761754732964,5706bd08fbfa260b95b9fbb41720d2283a6b91f8cf44ce4981e0c8410a6a6ebc,54,0,0,true,,0.54
1761754733609,40086452d85e4e41d6dfcefbe9eed2c4696aef65f0626b8665186f39b26abc98,144,0,0,true,,0.579
1761754734245,ce44dfa4b9ee09ca9c4725c5b8539c87c70e746e7f874b4abbf134b76bc2c5ae,135,0,0,true,,0.488
1761754734845,f075902624001d9a7979a570caa33d32a46f938e0f69f9cdd22b6f8b5408f332,99,0,0,true,,0.528
1761754735456,977ffda9bdcff3788f761149e0b5243f87dd55dcfa9c6c1140e639120b9d4a83,109,0,0,true,,0.467
