Timestamp,Transaction Hash,Latency (ms),Gas Used,Gas Cost,Success,Error,CPU Time (μs)
1761676708347,0xd2138039feecb39aba340019087c0cba26fb8b6c926b2356bf22dbf95f583ea8,6979,21000,2.1020706e-8,true,,70.235
1761676720889,0x0ca3fdb67c6610ee7b2547aa1c84f254a61e8fefba6cc21bf37522a3efef54c7,10541,21000,2.1020391e-8,true,,79.401
1761676733538,0xdd954945e66003fadab4e4d7a9813e4dd565f55738bd6195a47f1db38cff1571,10647,21000,2.1019866e-8,true,,36.128
1761676741934,0x9de64a7709d989820f1806736babdbe5b27e8f046b00a36d484229baf2252a6f,6396,21000,2.1019425e-8,true,,36.42
1761676754627,0xd30280ca2701a6da35ef866e2e6465f94172b6a9d54bd2abda396ebfa7d055ce,10691,21000,2.1019593e-8,true,,108.18
1761676766797,0x5edc0ea96ab0a828b162f9b4e3ea37a0f11c2d6b9a603d9eaa9bdcd424bee074,10169,21000,2.101974e-8,true,,73.978
1761676779391,0x9ee4bc1caa578352396abbdd0bdc97412986105138c7aad1f634af08c9146779,10591,21000,2.1017997e-8,true,,32.89
1761676792318,0xcad51124d1a2f4e8b6da4b9d710ead0c771a22c434ee8330b3026cfe985f1476,10926,21000,2.1018396e-8,true,,106.082
1761676805008,0xb327cf71b8f9741f05acb5b3c194ee04087bb5fd6309534476744e3884d4c3aa,10688,21000,2.101743e-8,true,,65.57
1761676817713,0xf5297061b3e35933f9f0e7bcc7b461aa889d33c6f7019e83b89576b7a475617f,10704,21000,2.1017157e-8,true,,40.895
